Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
204,25.0075,0.62,60.0,462.54,536.79,1262.07,1062.58,7.05,9.03,175.92,1915.65,8027.74,0.94,37.02,164.23,2028.55,7890.28,10.9196,0.02,307,1915,84.93,14.3,8.5073,1
205,0.0005,0.0004,100.0,518.67,643.43,1592.38,1410.4,14.62,21.61,552.6,2388.13,9085.01,1.3,47.59,521.0,2388.11,8159.17,8.4724,0.03,394,2388,100.0,38.82,23.2351,1
206,34.9985,0.84,100.0,449.44,556.25,1373.66,1137.96,5.48,8.0,194.09,2223.33,8374.76,1.02,42.07,182.81,2388.46,8088.87,9.3706,0.02,336,2223,100.0,14.71,8.861,1
207,20.0075,0.702,100.0,491.19,607.68,1488.09,1258.34,9.35,13.66,334.09,2324.22,8741.92,1.07,44.56,314.49,2388.34,8079.19,9.2787,0.03,367,2324,100.0,24.4,14.4993,1
208,20.0034,0.7,100.0,491.19,607.73,1491.59,1255.62,9.35,13.66,334.79,2324.08,8750.15,1.07,44.76,314.44,2388.36,8077.45,9.2567,0.03,367,2324,100.0,24.27,14.4936,2
209,25.0047,0.62,60.0,462.54,537.01,1267.41,1054.86,7.05,9.03,174.94,1915.74,8040.36,0.94,36.98,164.43,2028.63,7896.54,10.9553,0.02,309,1915,84.93,14.24,8.606,2
210,25.0027,0.62,60.0,462.54,537.33,1264.75,1052.56,7.05,9.03,174.54,1915.75,8028.97,0.94,37.09,164.74,2028.55,7891.98,10.9515,0.02,309,1915,84.93,14.09,8.4919,2
211,0.0023,0.0006,100.0,518.67,643.0,1596.44,1417.09,14.62,21.61,552.97,2388.17,9093.33,1.3,47.66,520.92,2388.15,8160.48,8.4547,0.03,394,2388,100.0,38.56,23.1759,2
212,0.0012,0.0007,100.0,518.67,643.41,1599.65,1417.14,14.62,21.61,552.57,2388.14,9087.92,1.3,47.85,520.45,2388.16,8156.97,8.4624,0.03,393,2388,100.0,38.66,23.2106,2
213,24.9992,0.62,60.0,462.54,537.24,1272.79,1057.2,7.05,9.03,174.72,1915.68,8037.83,0.94,37.06,164.44,2028.67,7898.62,10.9442,0.02,308,1915,84.93,14.18,8.4545,2
214,41.9993,0.84,100.0,445.0,550.29,1359.03,1136.45,3.91,5.72,138.78,2212.3,8348.97,1.02,42.27,131.26,2388.38,8109.05,9.3795,0.02,331,2212,100.0,10.59,6.3323,2
215,0.0021,0.0015,100.0,518.67,643.04,1598.16,1420.0,14.62,21.61,552.19,2388.15,9080.98,1.3,47.92,520.78,2388.13,8160.63,8.5015,0.03,395,2388,100.0,38.46,23.3526,2
216,42.0054,0.842,100.0,445.0,549.72,1354.45,1131.71,3.91,5.72,139.04,2212.35,8346.87,1.02,42.39,130.66,2388.5,8114.99,9.3869,0.02,333,2212,100.0,10.59,6.2837,2
217,20.0003,0.7,100.0,491.19,608.17,1489.11,1258.78,9.35,13.66,334.56,2324.2,8756.72,1.07,44.49,314.76,2388.35,8082.8,9.2673,0.02,368,2324,100.0,24.4,14.5778,2
218,35.0019,0.8402,100.0,449.44,556.03,1368.43,1128.93,5.48,8.0,194.57,2223.41,8380.96,1.02,42.29,181.85,2388.56,8093.62,9.3696,0.02,335,2223,100.0,14.82,8.9682,2
219,42.0025,0.84,100.0,445.0,549.98,1356.04,1133.39,3.91,5.72,138.63,2212.35,8351.44,1.02,42.4,130.63,2388.51,8111.69,9.3741,0.02,331,2212,100.0,10.54,6.2295,2
220,10.0059,0.25,100.0,489.05,605.19,1506.35,1316.15,10.52,15.5,393.77,2319.04,8812.89,1.26,45.8,370.88,2388.24,8161.82,8.6869,0.03,371,2319,100.0,28.52,17.013,2
221,42.0031,0.84,100.0,445.0,550.59,1369.42,1131.61,3.91,5.72,138.72,2212.37,8353.35,1.02,42.26,130.41,2388.51,8110.78,9.4291,0.02,333,2212,100.0,10.53,6.2368,2
222,0.0012,0.0015,100.0,518.67,642.78,1603.79,1418.32,14.62,21.61,552.74,2388.12,9088.86,1.3,47.95,520.52,2388.09,8159.56,8.4714,0.03,395,2388,100.0,38.64,23.1662,2
223,24.9994,0.62,60.0,462.54,537.15,1264.22,1056.91,7.05,9.03,175.44,1915.84,8045.42,0.94,36.99,164.23,2028.77,7902.18,10.9731,0.02,308,1915,84.93,14.2,8.533,2
224,34.9999,0.8412,100.0,449.44,555.96,1373.48,1138.33,5.48,8.0,194.4,2223.47,8384.96,1.02,42.23,182.76,2388.65,8099.58,9.3863,0.02,336,2223,100.0,14.81,8.8457,2
225,0.0001,0.0,100.0,518.67,643.81,1588.09,1418.54,14.62,21.61,552.23,2388.12,9099.34,1.3,47.85,520.71,2388.12,8171.86,8.4876,0.03,394,2388,100.0,38.5,23.1073,2
226,19.9991,0.7014,100.0,491.19,608.36,1486.34,1264.22,9.35,13.66,334.48,2324.26,8763.52,1.07,44.63,314.11,2388.37,8092.68,9.2872,0.03,367,2324,100.0,24.33,14.6482,2
227,42.0061,0.84,100.0,445.0,549.7,1354.55,1138.66,3.91,5.72,138.58,2212.46,8361.72,1.02,42.37,130.27,2388.58,8115.83,9.3994,0.02,333,2212,100.0,10.67,6.2681,2
228,0.0018,0.0,100.0,518.67,643.11,1598.32,1421.16,14.62,21.61,552.71,2388.06,9097.42,1.3,47.96,520.63,2388.17,8170.36,8.4651,0.03,393,2388,100.0,38.73,23.1452,2
229,34.9989,0.84,100.0,449.44,556.6,1373.32,1142.56,5.48,8.0,194.52,2223.59,8390.81,1.02,42.13,182.66,2388.85,8102.68,9.3781,0.02,335,2223,100.0,14.87,8.8642,2
230,35.0016,0.84,100.0,449.44,556.11,1375.66,1142.5,5.48,8.0,193.11,2223.57,8383.69,1.02,42.28,183.16,2388.69,8099.25,9.3663,0.02,335,2223,100.0,14.76,8.805,2
231,20.002,0.7,100.0,491.19,608.56,1490.07,1266.82,9.35,13.66,334.23,2324.29,8764.69,1.08,44.87,314.08,2388.48,8093.62,9.2869,0.03,368,2324,100.0,24.34,14.5526,2
232,0.0012,0.0,100.0,518.67,642.8,1589.99,1422.54,14.62,21.61,553.21,2388.07,9094.49,1.3,47.86,520.45,2388.13,8175.08,8.5508,0.03,395,2388,100.0,38.6,23.1435,2
233,0.0026,0.0,100.0,518.67,643.93,1595.73,1423.26,14.62,21.61,552.58,2388.12,9106.8,1.3,47.78,520.58,2388.15,8179.34,8.5047,0.03,396,2388,100.0,38.5,23.1111,2
234,42.0007,0.84,100.0,445.0,550.11,1362.41,1138.18,3.91,5.72,138.54,2212.57,8366.69,1.02,42.39,130.71,2388.71,8122.59,9.449,0.02,332,2212,100.0,10.42,6.3559,2
235,20.0024,0.7011,100.0,491.19,607.94,1492.84,1265.78,9.35,13.66,333.82,2324.34,8773.55,1.07,44.76,314.11,2388.47,8096.58,9.273,0.03,367,2324,100.0,24.43,14.6081,2
236,35.0063,0.84,100.0,449.44,555.97,1373.38,1145.2,5.48,8.0,194.7,2223.68,8401.66,1.02,42.19,182.8,2388.83,8106.53,9.3874,0.02,338,2223,100.0,14.8,8.8548,2
237,35.0015,0.841,100.0,449.44,556.34,1378.59,1141.19,5.48,8.0,194.36,2223.76,8397.11,1.02,42.14,182.32,2388.93,8107.25,9.4073,0.02,335,2223,100.0,14.8,8.8476,2
238,19.9998,0.7016,100.0,491.19,607.98,1488.11,1268.01,9.35,13.66,333.81,2324.34,8773.27,1.07,44.56,314.78,2388.49,8101.84,9.311,0.03,368,2324,100.0,24.29,14.5185,2
239,41.9985,0.84,100.0,445.0,550.09,1361.36,1138.31,3.91,5.72,139.45,2212.64,8375.92,1.02,42.34,130.49,2388.76,8127.4,9.4266,0.02,332,2212,100.0,10.63,6.2137,2
240,25.0003,0.6205,60.0,462.54,537.45,1274.74,1057.23,7.05,9.03,174.7,1916.1,8046.03,0.94,37.16,164.34,2028.99,7914.41,11.0037,0.02,309,1915,84.93,14.07,8.405,2
241,25.0072,0.6202,60.0,462.54,537.17,1265.36,1058.82,7.05,9.03,174.78,1916.13,8049.74,0.94,37.03,164.13,2029.01,7912.87,10.9838,0.02,311,1915,84.93,14.16,8.5453,2
242,25.0004,0.6211,60.0,462.54,537.12,1270.88,1062.88,7.05,9.03,175.61,1916.04,8051.08,0.93,37.03,164.39,2029.03,7911.16,10.9955,0.02,310,1915,84.93,14.45,8.4899,2
243,20.0078,0.7,100.0,491.19,608.37,1501.45,1261.4,9.35,13.66,333.89,2324.33,8767.92,1.07,44.8,314.17,2388.5,8100.36,9.2899,0.03,367,2324,100.0,24.36,14.4276,2
244,0.0016,0.0006,100.0,518.67,643.3,1598.68,1420.98,14.62,21.61,552.4,2388.17,9113.11,1.3,47.95,520.35,2388.14,8185.41,8.5098,0.03,395,2388,100.0,38.51,23.0436,2
245,19.9998,0.7,100.0,491.19,608.84,1483.1,1269.27,9.35,13.66,332.97,2324.42,8782.32,1.07,45.02,314.85,2388.57,8104.45,9.286,0.03,366,2324,100.0,24.36,14.5711,2
246,0.0027,0.0011,100.0,518.67,643.1,1595.49,1423.7,14.62,21.61,551.86,2388.15,9113.84,1.3,47.98,520.35,2388.15,8182.42,8.5188,0.03,396,2388,100.0,38.56,23.1064,2
247,20.0078,0.7,100.0,491.19,608.17,1486.31,1265.57,9.35,13.66,333.66,2324.43,8779.12,1.07,44.85,314.17,2388.61,8101.09,9.2871,0.03,367,2324,100.0,24.34,14.6544,2
248,35.0043,0.84,100.0,449.44,556.85,1373.86,1142.69,5.48,8.01,194.69,2223.94,8411.05,1.02,42.31,183.2,2389.03,8113.22,9.3742,0.02,336,2223,100.0,14.66,8.7335,2
249,41.9983,0.8411,100.0,445.0,549.96,1362.86,1140.96,3.91,5.72,138.57,2212.85,8384.29,1.02,42.68,130.64,2388.95,8137.55,9.4117,0.02,333,2212,100.0,10.53,6.262,2
250,0.0002,0.0,100.0,518.67,643.65,1594.16,1418.9,14.62,21.61,552.53,2388.13,9116.58,1.3,47.99,520.4,2388.11,8187.23,8.5065,0.03,396,2388,100.0,38.58,23.0369,2
251,42.0044,0.841,100.0,445.0,550.28,1373.54,1140.55,3.91,5.72,138.68,2212.88,8387.95,1.02,42.61,130.64,2388.98,8139.58,9.4634,0.02,333,2212,100.0,10.57,6.2754,2
252,35.004,0.84,100.0,449.44,556.23,1376.53,1135.23,5.48,8.01,194.01,2224.02,8413.96,1.02,42.47,182.46,2389.18,8123.19,9.38,0.02,338,2223,100.0,14.66,8.9502,2
253,20.0,0.702,100.0,491.19,608.26,1494.45,1268.74,9.35,13.66,333.53,2324.43,8791.72,1.07,44.84,313.56,2388.64,8113.66,9.3134,0.03,367,2324,100.0,24.15,14.5884,2
254,10.0074,0.251,100.0,489.05,605.54,1509.21,1325.41,10.52,15.5,393.63,2319.14,8858.17,1.26,45.73,370.21,2388.37,8186.92,8.7304,0.03,372,2319,100.0,28.27,16.8749,2
255,35.006,0.84,100.0,449.44,556.37,1378.48,1148.33,5.48,8.01,194.92,2224.06,8422.05,1.02,42.44,182.43,2389.26,8124.59,9.3611,0.02,336,2223,100.0,14.78,8.8248,2
256,25.0022,0.6208,60.0,462.54,536.96,1274.11,1062.87,7.05,9.03,174.42,1916.37,8064.94,0.94,37.18,164.16,2029.31,7921.59,10.9736,0.02,310,1915,84.93,14.13,8.4984,2
257,20.0029,0.7,100.0,491.19,608.6,1498.32,1262.36,9.35,13.66,333.63,2324.61,8800.63,1.07,44.88,314.23,2388.68,8116.01,9.2588,0.03,368,2324,100.0,24.21,14.4905,2
258,10.0047,0.2511,100.0,489.05,606.05,1512.79,1327.06,10.52,15.5,393.25,2319.21,8854.07,1.26,46.15,370.74,2388.37,8192.56,8.7538,0.03,373,2319,100.0,28.25,17.1309,2
259,42.006,0.84,100.0,445.0,550.48,1359.71,1142.84,3.91,5.72,138.93,2213.0,8404.28,1.02,42.57,130.5,2389.18,8150.19,9.3981,0.02,334,2212,100.0,10.5,6.2966,2
1,0.0027,0.0018,100.0,518.67,642.57,1580.16,1416.45,14.62,21.61,553.43,2388.13,9045.25,1.3,47.44,521.44,2388.07,8127.58,8.4713,0.03,393,2388,100.0,38.87,23.3309,0
2,20.0056,0.7019,100.0,491.19,607.43,1483.51,1256.41,9.35,13.65,334.6,2323.95,8713.76,1.07,44.34,315.44,2388.0,8050.97,9.2495,0.02,364,2324,100.0,24.36,14.6724,0
3,0.0009,0.0,100.0,518.67,642.59,1582.84,1411.0,14.62,21.61,554.0,2388.1,9046.52,1.3,47.54,521.29,2388.11,8129.4,8.4114,0.03,393,2388,100.0,38.76,23.2412,0
4,10.0015,0.25,100.0,489.05,604.78,1499.64,1308.86,10.52,15.49,394.32,2318.98,8778.58,1.26,45.5,371.53,2388.11,8123.36,8.6781,0.03,369,2319,100.0,28.66,17.1776,0
5,41.9988,0.84,100.0,445.0,549.52,1362.95,1129.73,3.91,5.71,138.77,2211.77,8323.4,1.02,42.25,130.6,2387.88,8076.21,9.3276,0.02,332,2212,100.0,10.87,6.2964,0
6,24.9981,0.62,60.0,462.54,536.56,1259.62,1047.91,7.05,9.03,175.93,1915.15,8007.39,0.94,37.0,164.76,2028.06,7865.1,10.8895,0.02,307,1915,84.93,14.28,8.5424,0
7,41.9984,0.84,100.0,445.0,549.51,1354.73,1129.91,3.91,5.71,139.07,2211.74,8313.98,1.02,42.28,130.7,2387.78,8071.86,9.3803,0.02,330,2212,100.0,10.57,6.3853,0
8,42.0035,0.8416,100.0,445.0,549.5,1343.94,1127.94,3.91,5.72,138.71,2211.71,8316.76,1.02,42.07,130.86,2387.78,8080.99,9.3816,0.02,331,2212,100.0,10.53,6.3861,0
9,24.9986,0.62,60.0,462.54,536.99,1262.29,1050.68,7.05,9.03,175.3,1915.14,8008.4,0.94,36.69,164.87,2028.15,7869.61,10.8957,0.02,309,1915,84.93,14.28,8.5459,0
10,42.0027,0.8406,100.0,445.0,549.66,1355.19,1121.89,3.91,5.71,139.36,2211.68,8310.77,1.02,42.05,130.12,2387.76,8074.58,9.3776,0.02,330,2212,100.0,10.58,6.3934,0
11,0.0007,0.0,100.0,518.67,643.17,1588.45,1405.09,14.62,21.61,553.07,2388.12,9049.3,1.3,47.22,521.85,2388.13,8128.2,8.46,0.03,394,2388,100.0,38.97,23.3887,0
12,10.0026,0.25,100.0,489.05,604.84,1500.29,1307.53,10.52,15.49,393.81,2318.94,8764.85,1.26,45.43,371.8,2388.05,8116.17,8.6571,0.03,369,2319,100.0,28.67,17.1012,0
13,25.0033,0.6215,60.0,462.54,536.91,1256.12,1046.12,7.05,9.03,176.48,1915.2,8000.66,0.94,36.72,164.85,2028.11,7868.67,10.9254,0.02,307,1915,84.93,14.24,8.5962,0
14,24.9996,0.6208,60.0,462.54,535.92,1252.22,1048.13,7.05,9.02,174.74,1915.22,8004.96,0.94,36.71,164.58,2028.09,7871.6,10.9178,0.02,306,1915,84.93,14.3,8.5047,0
15,34.9997,0.8413,100.0,449.44,555.81,1363.9,1128.15,5.48,8.0,194.99,2222.85,8345.69,1.02,41.9,183.58,2387.93,8055.83,9.3355,0.02,334,2223,100.0,14.74,9.0135,0
16,10.0006,0.25,100.0,489.05,605.07,1501.26,1314.03,10.52,15.49,394.07,2319.01,8772.41,1.26,45.5,371.66,2388.12,8123.57,8.6666,0.03,369,2319,100.0,28.48,17.146,0
17,20.0077,0.7,100.0,491.19,607.85,1484.47,1246.17,9.35,13.66,334.74,2323.93,8715.99,1.07,44.31,315.06,2388.08,8057.37,9.2088,0.02,366,2324,100.0,24.51,14.6081,0
18,41.9992,0.842,100.0,445.0,549.45,1349.6,1121.13,3.91,5.72,138.83,2211.76,8319.59,1.02,41.98,131.08,2387.8,8076.12,9.3565,0.02,330,2212,100.0,10.54,6.3974,0
19,35.0039,0.84,100.0,449.44,555.76,1368.88,1129.77,5.48,8.0,194.34,2222.84,8342.7,1.02,41.96,183.39,2387.85,8059.01,9.3541,0.02,333,2223,100.0,14.77,8.8704,0
20,42.0002,0.8412,100.0,445.0,549.35,1349.52,1125.77,3.91,5.72,139.16,2211.76,8313.79,1.02,42.09,130.49,2387.83,8081.26,9.3529,0.02,329,2212,100.0,10.52,6.4676,0
21,42.0026,0.8404,100.0,445.0,549.65,1357.05,1123.21,3.91,5.71,138.35,2211.76,8316.42,1.02,42.18,130.11,2387.8,8081.16,9.3444,0.02,329,2212,100.0,10.62,6.309,0
22,0.0009,0.0002,100.0,518.67,642.34,1589.5,1409.92,14.62,21.61,552.94,2388.09,9048.09,1.3,47.43,521.76,2388.13,8134.59,8.4111,0.03,393,2388,100.0,39.02,23.2371,0
23,42.0036,0.84,100.0,445.0,549.54,1354.73,1125.4,3.91,5.71,138.47,2211.7,8312.88,1.02,42.03,130.26,2387.77,8079.97,9.3576,0.02,331,2212,100.0,10.76,6.4058,0
24,9.9981,0.2517,100.0,489.05,604.89,1501.81,1309.62,10.52,15.49,395.23,2318.94,8774.03,1.26,45.4,371.88,2388.15,8121.97,8.6251,0.03,368,2319,100.0,28.53,17.1079,0
25,0.0024,0.0,100.0,518.67,642.86,1591.02,1409.53,14.62,21.61,553.29,2388.15,9044.83,1.3,47.54,521.41,2388.1,8127.41,8.414,0.03,392,2388,100.0,38.86,23.4109,0
26,10.0077,0.252,100.0,489.05,604.53,1494.22,1311.85,10.52,15.49,394.85,2318.96,8764.56,1.26,45.36,371.62,2388.11,8119.78,8.6976,0.03,368,2319,100.0,28.58,17.1762,0
27,0.0027,0.0,100.0,518.67,643.32,1595.36,1402.76,14.62,21.61,553.77,2388.11,9044.96,1.3,47.59,521.49,2388.08,8127.63,8.4464,0.03,393,2388,100.0,38.85,23.403,0
28,19.9988,0.7003,100.0,491.19,607.58,1487.8,1252.95,9.35,13.66,334.51,2323.97,8719.67,1.08,44.43,314.82,2388.08,8056.57,9.2052,0.02,364,2324,100.0,24.38,14.6837,0
29,20.0072,0.7,100.0,491.19,607.74,1485.55,1248.15,9.35,13.65,334.25,2323.95,8712.92,1.08,44.52,314.86,2388.1,8053.83,9.2328,0.02,364,2324,100.0,24.3,14.6424,0
30,20.0007,0.7,100.0,491.19,606.99,1480.32,1256.96,9.35,13.65,334.94,2323.92,8711.54,1.08,44.48,314.15,2388.06,8055.97,9.231,0.02,365,2324,100.0,24.75,14.6948,0
31,25.0004,0.62,60.0,462.54,537.04,1260.45,1050.34,7.05,9.03,176.3,1915.22,8002.34,0.94,36.8,164.42,2028.07,7869.12,10.8834,0.02,307,1915,84.93,14.42,8.5283,0
32,0.0014,0.0001,100.0,518.67,642.91,1589.33,1407.67,14.62,21.61,552.91,2388.14,9043.68,1.3,47.49,520.63,2388.12,8128.27,8.4717,0.03,393,2388,100.0,38.93,23.3512,0
33,10.0072,0.251,100.0,489.05,604.86,1501.54,1313.11,10.52,15.5,394.59,2318.97,8756.77,1.26,45.45,371.38,2388.17,8122.23,8.6758,0.03,369,2319,100.0,28.53,17.1329,0
34,42.0022,0.8414,100.0,445.0,549.95,1354.03,1120.75,3.91,5.72,138.42,2211.73,8313.33,1.02,41.98,130.41,2387.8,8076.31,9.387,0.02,331,2212,100.0,10.56,6.3219,0
35,35.0046,0.8413,100.0,449.44,555.8,1360.49,1126.22,5.48,8.0,194.2,2222.86,8351.62,1.02,41.85,183.02,2387.91,8063.19,9.2978,0.02,333,2223,100.0,14.75,8.9286,0
36,42.0079,0.84,100.0,445.0,549.61,1354.7,1124.99,3.91,5.72,138.18,2211.71,8312.4,1.02,42.03,130.4,2387.83,8077.22,9.3911,0.02,332,2212,100.0,10.53,6.3253,0
37,35.0068,0.84,100.0,449.44,555.97,1361.19,1131.97,5.48,8.0,194.92,2222.82,8341.39,1.02,41.99,182.8,2387.84,8061.18,9.3444,0.02,335,2223,100.0,14.89,8.9075,0
38,20.0057,0.702,100.0,491.19,607.16,1478.36,1249.41,9.35,13.65,334.01,2323.96,8713.48,1.08,44.4,314.93,2388.11,8058.43,9.2409,0.02,366,2324,100.0,24.36,14.7809,0
39,42.0013,0.8409,100.0,445.0,549.91,1353.19,1128.72,3.91,5.72,138.65,2211.75,8307.32,1.02,42.25,130.93,2387.79,8076.7,9.3966,0.02,331,2212,100.0,10.71,6.3524,0
40,20.0021,0.7004,100.0,491.19,607.96,1481.22,1248.87,9.35,13.65,335.18,2323.93,8715.39,1.08,44.46,314.67,2388.06,8056.57,9.2116,0.02,366,2324,100.0,24.57,14.6871,0
41,10.0005,0.25,100.0,489.05,604.56,1502.04,1307.08,10.52,15.49,394.74,2318.96,8776.21,1.26,45.5,371.15,2388.17,8120.45,8.6735,0.03,371,2319,100.0,28.55,17.0926,0
42,20.0042,0.7009,100.0,491.19,607.8,1483.86,1260.8,9.35,13.66,334.42,2323.92,8713.2,1.08,44.4,314.73,2388.05,8052.71,9.2649,0.02,365,2324,100.0,24.48,14.651,0
43,25.0065,0.62,60.0,462.54,536.68,1258.54,1050.09,7.05,9.03,175.1,1915.23,8008.81,0.94,36.71,164.87,2028.04,7868.18,10.8882,0.02,307,1915,84.93,14.35,8.5614,0
44,10.0036,0.25,100.0,489.05,605.56,1497.06,1315.14,10.52,15.49,394.96,2318.95,8773.68,1.26,45.64,371.02,2388.17,8128.58,8.6716,0.03,370,2319,100.0,28.46,17.2045,0
45,10.0054,0.25,100.0,489.05,605.17,1496.1,1303.43,10.52,15.49,394.64,2319.0,8757.96,1.26,45.42,371.97,2388.22,8120.33,8.6662,0.03,368,2319,100.0,28.59,17.1862,0
46,42.0018,0.8404,100.0,445.0,549.71,1347.46,1127.21,3.91,5.71,138.81,2211.72,8315.77,1.02,42.21,131.1,2387.74,8074.27,9.3909,0.02,330,2212,100.0,10.57,6.31,0
47,34.9997,0.84,100.0,449.44,555.68,1361.85,1132.09,5.48,8.0,194.39,2222.76,8340.18,1.02,41.68,183.17,2387.87,8059.09,9.3008,0.02,332,2223,100.0,14.78,8.9767,0
48,42.001,0.84,100.0,445.0,549.93,1355.65,1121.01,3.91,5.71,138.49,2211.76,8318.7,1.02,42.1,130.68,2387.77,8074.75,9.3671,0.02,331,2212,100.0,10.4,6.4156,0
49,0.0014,0.0,100.0,518.67,642.56,1585.23,1412.05,14.62,21.61,553.01,2388.12,9049.2,1.3,47.52,521.35,2388.16,8130.98,8.4355,0.03,394,2388,100.0,38.77,23.2457,0
50,19.9981,0.7,100.0,491.19,607.74,1484.84,1246.98,9.35,13.66,334.28,2323.96,8713.27,1.08,44.55,315.12,2388.11,8052.27,9.234,0.02,366,2324,100.0,24.33,14.6956,0
51,20.0001,0.7,100.0,491.19,607.55,1479.49,1248.58,9.35,13.65,334.36,2323.99,8718.07,1.08,44.37,315.15,2388.06,8054.49,9.2564,0.02,366,2324,100.0,24.35,14.653,0
52,0.0021,0.0,100.0,518.67,642.7,1586.58,1404.73,14.62,21.61,553.81,2388.16,9042.18,1.3,47.65,521.87,2388.07,8127.85,8.4491,0.03,393,2388,100.0,38.86,23.3802,0
53,42.0077,0.84,100.0,445.0,549.42,1348.6,1126.41,3.91,5.71,138.83,2211.73,8323.6,1.02,42.26,130.9,2387.85,8075.46,9.394,0.02,331,2212,100.0,10.53,6.4058,0
54,0.0011,0.0,100.0,518.67,642.08,1594.08,1411.86,14.62,21.61,553.0,2388.14,9047.08,1.3,47.23,521.17,2388.14,8130.92,8.4555,0.03,392,2388,100.0,38.88,23.4408,0
55,0.0023,0.0,100.0,518.67,642.8,1587.78,1405.16,14.62,21.61,553.16,2388.11,9042.6,1.3,47.46,520.96,2388.16,8125.36,8.4178,0.03,392,2388,100.0,39.12,23.3384,0
56,10.0019,0.25,100.0,489.05,604.81,1506.8,1313.24,10.52,15.49,395.35,2318.94,8772.36,1.26,45.53,371.91,2388.14,8120.92,8.6481,0.03,369,2319,100.0,28.54,17.0673,0
57,41.9994,0.8417,100.0,445.0,549.54,1353.12,1127.74,3.91,5.71,139.12,2211.74,8319.44,1.02,42.11,130.32,2387.79,8078.49,9.3953,0.02,332,2212,100.0,10.81,6.3524,0
58,25.0065,0.6203,60.0,462.54,536.94,1260.68,1045.16,7.05,9.03,175.72,1915.21,8003.08,0.94,36.69,164.39,2028.12,7867.66,10.908,0.02,306,1915,84.93,14.26,8.5753,0
59,42.0042,0.84,100.0,445.0,550.17,1357.64,1129.33,3.91,5.72,138.32,2211.71,8312.7,1.02,42.18,130.33,2387.77,8075.04,9.3893,0.02,331,2212,100.0,10.84,6.4593,0
60,41.9988,0.8403,100.0,445.0,549.47,1356.91,1128.31,3.91,5.72,138.65,2211.7,8313.03,1.02,42.13,130.25,2387.73,8073.25,9.3712,0.02,330,2212,100.0,10.61,6.4104,0
61,35.0059,0.84,100.0,449.44,555.7,1367.83,1128.25,5.48,8.0,193.94,2222.8,8348.96,1.02,41.97,182.81,2387.88,8060.54,9.3136,0.02,333,2223,100.0,14.87,8.9348,0
62,35.0009,0.8406,100.0,449.44,554.97,1363.15,1130.2,5.48,8.0,194.72,2222.85,8342.82,1.02,41.97,182.94,2387.89,8054.85,9.3503,0.02,333,2223,100.0,14.84,8.8451,0
63,42.0072,0.84,100.0,445.0,549.63,1345.48,1121.55,3.91,5.72,138.79,2211.75,8305.86,1.02,42.17,130.19,2387.78,8077.95,9.3696,0.02,331,2212,100.0,10.47,6.3952,0
64,20.0001,0.7013,100.0,491.19,607.63,1490.59,1251.79,9.35,13.65,334.58,2323.91,8715.11,1.08,44.62,314.78,2388.11,8055.97,9.2129,0.02,367,2324,100.0,24.57,14.6551,0
65,42.0002,0.84,100.0,445.0,549.77,1355.08,1125.73,3.91,5.71,138.11,2211.74,8317.42,1.02,42.0,130.84,2387.83,8072.41,9.3803,0.02,331,2212,100.0,10.32,6.3237,0
66,19.9991,0.7006,100.0,491.19,607.42,1481.95,1253.98,9.35,13.66,334.67,2323.91,8715.55,1.08,44.38,314.61,2388.11,8056.07,9.2371,0.02,365,2324,100.0,24.57,14.6459,0
67,42.0059,0.84,100.0,445.0,549.49,1348.88,1135.38,3.91,5.71,138.47,2211.77,8307.64,1.02,42.11,130.31,2387.8,8075.89,9.356,0.02,333,2212,100.0,10.6,6.3652,0
68,42.0012,0.84,100.0,445.0,549.01,1355.59,1133.44,3.91,5.72,138.68,2211.67,8316.32,1.02,42.17,130.09,2387.78,8077.84,9.4148,0.02,330,2212,100.0,10.66,6.4013,0
69,25.0003,0.62,60.0,462.54,536.43,1266.39,1052.1,7.05,9.03,174.66,1915.21,8009.41,0.94,36.63,164.52,2028.17,7868.69,10.9016,0.02,307,1915,84.93,14.26,8.6259,0
70,35.001,0.8412,100.0,449.44,555.63,1366.59,1134.3,5.48,8.0,194.39,2222.81,8342.2,1.02,41.98,183.1,2387.88,8058.84,9.3282,0.02,334,2223,100.0,14.86,8.847,0
71,10.0014,0.2508,100.0,489.05,605.19,1498.67,1306.87,10.52,15.49,394.32,2318.93,8769.24,1.26,45.45,372.32,2388.18,8116.21,8.6507,0.03,369,2319,100.0,28.52,17.1412,0
72,10.0064,0.25,100.0,489.05,604.74,1506.75,1308.48,10.52,15.49,394.4,2318.96,8768.1,1.26,45.24,371.09,2388.13,8126.18,8.6411,0.03,370,2319,100.0,28.63,17.1257,0
73,35.0057,0.8402,100.0,449.44,555.55,1368.93,1124.46,5.48,8.0,194.12,2222.84,8339.18,1.02,41.99,183.07,2387.88,8059.9,9.381,0.02,333,2223,100.0,15.0,8.851,0
