Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
104,20.0069,0.7004,100.0,491.19,607.29,1481.81,1241.55,9.35,13.62,335.05,2323.84,8717.57,1.07,43.96,314.99,2388.02,8057.31,9.2002,0.02,365,2324,100.0,24.53,14.6907,0
105,10.0055,0.25,100.0,489.05,603.93,1496.79,1304.16,10.52,15.47,395.74,2318.81,8780.9,1.26,45.08,372.23,2387.97,8135.45,8.6075,0.03,367,2319,100.0,28.83,17.2109,0
106,20.0019,0.7014,100.0,491.19,606.93,1478.96,1245.76,9.35,13.62,334.88,2323.91,8721.25,1.08,44.07,314.8,2387.98,8060.61,9.1595,0.02,364,2324,100.0,24.6,14.6102,1
107,35.0043,0.84,100.0,449.44,555.0,1358.63,1127.08,5.48,7.98,195.13,2222.94,8344.11,1.02,41.6,183.06,2388.09,8071.68,9.2814,0.02,332,2223,100.0,14.93,8.8889,1
108,9.9987,0.2513,100.0,489.05,604.49,1491.49,1305.37,10.52,15.47,395.85,2318.84,8768.14,1.26,45.11,372.39,2387.99,8134.37,8.5855,0.03,369,2319,100.0,28.67,17.051,1
109,41.9982,0.84,100.0,445.0,549.68,1345.61,1112.73,3.91,5.7,138.83,2212.01,8322.79,1.02,41.85,131.22,2388.04,8084.15,9.2973,0.02,330,2212,100.0,10.76,6.3168,1
110,25.0003,0.62,60.0,462.54,536.26,1256.77,1036.18,7.05,9.01,175.76,1915.34,8007.42,0.94,36.51,165.04,2028.29,7870.98,10.8277,0.02,307,1915,84.93,14.29,8.468,1
111,42.004,0.8415,100.0,445.0,549.17,1347.29,1116.96,3.91,5.7,139.14,2212.01,8315.67,1.02,41.57,131.24,2388.05,8086.16,9.3,0.02,330,2212,100.0,10.72,6.4654,1
112,35.0071,0.84,100.0,449.44,555.32,1351.3,1122.43,5.48,7.98,194.44,2222.96,8347.54,1.02,41.73,182.94,2388.01,8063.48,9.2821,0.02,332,2223,100.0,14.94,8.8899,1
113,24.9996,0.621,60.0,462.54,536.56,1256.94,1040.46,7.05,9.01,175.53,1915.38,8006.94,0.94,36.47,165.07,2028.25,7871.0,10.858,0.02,306,1915,84.93,14.22,8.5522,1
114,10.0059,0.2508,100.0,489.05,604.3,1500.48,1302.95,10.52,15.47,396.59,2318.86,8778.34,1.26,45.17,372.44,2388.12,8131.64,8.5639,0.03,368,2319,100.0,28.74,17.1683,1
115,35.004,0.8401,100.0,449.44,554.94,1362.18,1123.33,5.48,7.98,194.81,2222.98,8353.98,1.02,41.56,183.12,2388.04,8068.76,9.2284,0.02,333,2223,100.0,14.74,8.938,1
116,19.9998,0.7,100.0,491.19,606.86,1475.99,1237.36,9.35,13.62,335.08,2323.91,8718.51,1.08,44.05,315.54,2388.0,8061.38,9.1683,0.02,364,2324,100.0,24.69,14.6652,1
117,0.0002,0.0002,100.0,518.67,641.77,1580.98,1390.69,14.62,21.59,555.94,2388.04,9065.1,1.3,47.22,523.5,2388.01,8140.81,8.3878,0.03,392,2388,100.0,39.16,23.4873,1
118,0.0018,0.0,100.0,518.67,642.71,1586.96,1409.0,14.62,21.59,555.21,2387.99,9060.04,1.3,47.37,523.51,2388.01,8135.95,8.3737,0.03,392,2388,100.0,39.08,23.5109,1
119,35.0012,0.8413,100.0,449.44,555.22,1348.96,1121.67,5.48,7.98,194.61,2222.97,8351.13,1.02,41.44,182.38,2388.04,8070.38,9.259,0.02,332,2223,100.0,14.88,8.9228,1
120,24.9998,0.62,60.0,462.54,536.17,1246.98,1037.72,7.05,9.01,175.67,1915.39,8012.81,0.94,36.63,165.75,2028.29,7875.98,10.8414,0.02,307,1915,84.93,14.2,8.7152,1
121,35.0002,0.84,100.0,449.44,555.51,1361.71,1127.31,5.48,7.98,195.05,2223.02,8349.79,1.03,41.81,184.12,2388.11,8072.97,9.2321,0.02,334,2223,100.0,14.96,8.9145,1
122,25.0024,0.6214,60.0,462.54,536.25,1259.56,1047.13,7.05,9.01,175.78,1915.41,8011.54,0.94,36.59,165.26,2028.32,7878.65,10.8307,0.02,307,1915,84.93,14.2,8.6129,1
123,42.0071,0.8419,100.0,445.0,549.13,1352.58,1117.16,3.91,5.7,138.36,2212.03,8323.37,1.02,41.92,130.94,2388.14,8090.79,9.3073,0.02,328,2212,100.0,10.68,6.3101,1
124,0.0023,0.0,100.0,518.67,642.74,1586.94,1392.99,14.62,21.59,557.07,2388.03,9064.68,1.3,47.12,524.31,2388.05,8146.44,8.3671,0.03,392,2388,100.0,39.26,23.397,1
125,0.0001,0.0,100.0,518.67,641.91,1582.5,1396.42,14.62,21.59,556.47,2388.04,9058.56,1.3,47.25,524.01,2388.11,8140.13,8.3669,0.03,391,2388,100.0,39.02,23.4508,1
126,20.0028,0.7,100.0,491.19,607.47,1481.44,1234.5,9.35,13.62,335.15,2323.93,8732.22,1.08,44.22,315.65,2388.03,8066.72,9.1488,0.02,366,2324,100.0,24.63,14.7251,1
127,42.0005,0.84,100.0,445.0,549.5,1348.45,1118.7,3.91,5.7,139.34,2212.01,8326.81,1.02,41.91,131.25,2388.11,8094.4,9.3078,0.02,329,2212,100.0,10.7,6.4403,1
128,42.0029,0.8402,100.0,445.0,548.98,1350.86,1116.55,3.91,5.7,139.43,2212.07,8327.27,1.02,41.96,131.34,2388.07,8095.34,9.2796,0.02,330,2212,100.0,10.6,6.489,1
129,42.0055,0.8407,100.0,445.0,549.23,1353.69,1111.3,3.91,5.7,139.51,2212.05,8326.49,1.02,41.82,130.13,2388.14,8095.3,9.3275,0.02,330,2212,100.0,10.56,6.3709,1
130,42.0005,0.84,100.0,445.0,549.27,1351.09,1115.29,3.91,5.7,139.37,2212.07,8326.85,1.02,41.8,131.04,2388.18,8090.18,9.2867,0.02,330,2212,100.0,10.67,6.3669,1
131,20.0039,0.7,100.0,491.19,607.4,1489.8,1243.42,9.35,13.62,336.27,2323.96,8725.42,1.08,44.33,316.41,2388.11,8066.63,9.1336,0.02,363,2324,100.0,24.58,14.6443,1
132,42.0053,0.84,100.0,445.0,549.42,1353.43,1119.93,3.91,5.7,139.07,2212.03,8333.98,1.03,41.87,131.72,2388.13,8092.78,9.275,0.02,331,2212,100.0,10.62,6.3997,1
133,24.9994,0.62,60.0,462.54,536.68,1254.28,1045.87,7.05,9.01,176.66,1915.47,8012.03,0.94,36.71,165.31,2028.31,7873.34,10.7761,0.02,306,1915,84.93,14.45,8.6643,1
134,42.0001,0.84,100.0,445.0,549.35,1355.23,1124.09,3.91,5.7,139.34,2212.02,8330.67,1.03,41.83,131.32,2388.22,8095.52,9.2838,0.02,330,2212,100.0,10.59,6.401,1
135,10.0029,0.25,100.0,489.05,604.85,1494.4,1302.69,10.52,15.47,396.8,2318.91,8785.6,1.26,45.3,373.94,2388.12,8138.41,8.5399,0.03,368,2319,100.0,28.98,17.2837,1
136,35.0026,0.8414,100.0,449.44,555.18,1360.77,1126.84,5.48,7.98,195.36,2223.08,8361.29,1.03,41.79,183.78,2388.23,8074.81,9.2307,0.02,333,2223,100.0,15.08,9.1491,1
137,10.004,0.25,100.0,489.05,604.14,1499.05,1303.47,10.52,15.47,397.67,2318.93,8786.69,1.26,45.22,374.05,2388.12,8144.3,8.5419,0.03,369,2319,100.0,28.7,17.283,1
138,10.0016,0.2514,100.0,489.05,605.12,1500.11,1306.38,10.52,15.48,397.61,2319.02,8785.4,1.26,45.38,374.6,2388.24,8140.66,8.5967,0.03,369,2319,100.0,28.87,17.2832,1
139,0.0006,0.0008,100.0,518.67,641.87,1594.48,1399.45,14.62,21.59,558.47,2388.11,9073.75,1.3,47.3,526.15,2388.09,8150.79,8.3339,0.03,392,2388,100.0,39.04,23.5626,1
140,25.0076,0.62,60.0,462.54,536.89,1258.28,1043.91,7.05,9.01,176.9,1915.47,8017.3,0.94,36.52,165.86,2028.41,7883.11,10.7812,0.02,305,1915,84.93,14.47,8.723,1
141,10.0007,0.25,100.0,489.05,604.91,1498.4,1301.28,10.52,15.47,397.71,2318.96,8795.52,1.26,45.38,374.82,2388.15,8141.14,8.5634,0.03,369,2319,100.0,28.87,17.1383,2
142,19.9993,0.7,100.0,491.19,607.66,1483.46,1245.97,9.35,13.62,337.7,2324.12,8734.48,1.08,44.23,317.15,2388.22,8073.05,9.1506,0.02,365,2324,100.0,24.69,14.7773,2
143,10.0056,0.2509,100.0,489.05,604.48,1496.62,1311.01,10.52,15.47,397.2,2319.01,8797.69,1.26,45.25,374.4,2388.2,8152.99,8.5587,0.03,369,2319,100.0,28.86,17.3329,2
144,25.0021,0.62,60.0,462.54,536.62,1257.48,1045.59,7.05,9.01,176.83,1915.56,8021.29,0.94,36.66,165.83,2028.41,7882.14,10.7875,0.02,307,1915,84.93,14.48,8.6591,2
145,42.006,0.8419,100.0,445.0,548.82,1351.59,1122.22,3.91,5.7,138.95,2212.15,8339.64,1.03,42.26,131.76,2388.21,8096.2,9.2381,0.02,331,2212,100.0,10.72,6.4402,2
146,0.0015,0.001,100.0,518.67,642.92,1586.36,1405.96,14.62,21.59,559.38,2388.18,9070.87,1.3,47.56,527.23,2388.2,8146.1,8.2996,0.03,393,2388,100.0,39.25,23.4739,2
147,35.0035,0.84,100.0,449.44,555.77,1367.4,1135.88,5.48,7.98,196.76,2223.21,8362.24,1.03,41.92,185.17,2388.27,8083.69,9.2048,0.02,334,2223,100.0,15.0,8.9824,2
148,0.0004,0.0,100.0,518.67,642.58,1588.67,1409.5,14.62,21.59,560.53,2388.18,9077.12,1.3,47.36,527.25,2388.16,8161.34,8.3379,0.03,393,2388,100.0,39.34,23.5236,2
149,20.0008,0.7,100.0,491.19,607.08,1487.57,1249.18,9.35,13.62,337.8,2324.16,8738.03,1.08,44.36,318.57,2388.3,8078.98,9.0837,0.02,366,2324,100.0,24.77,14.8858,2
150,25.0065,0.6204,60.0,462.54,536.5,1265.19,1047.75,7.05,9.01,177.99,1915.57,8019.69,0.94,36.7,166.54,2028.42,7884.09,10.765,0.02,307,1915,84.93,14.21,8.6777,2
151,20.0014,0.7006,100.0,491.19,606.99,1492.67,1249.1,9.35,13.62,337.86,2324.18,8746.82,1.08,44.37,318.49,2388.39,8078.95,9.1236,0.02,366,2324,100.0,24.79,14.8777,2
152,0.0005,0.0,100.0,518.67,642.97,1588.6,1409.57,14.62,21.59,560.79,2388.23,9080.5,1.31,47.58,528.57,2388.19,8154.59,8.314,0.03,393,2388,100.0,39.24,23.6482,2
153,42.0043,0.84,100.0,445.0,549.22,1352.86,1127.83,3.91,5.7,140.31,2212.12,8347.79,1.03,42.22,132.05,2388.31,8109.95,9.205,0.02,330,2212,100.0,10.79,6.5129,2
154,25.0032,0.6203,60.0,462.54,537.1,1264.8,1048.86,7.05,9.01,177.78,1915.57,8022.51,0.94,36.85,166.27,2028.54,7883.49,10.7545,0.02,307,1915,84.93,14.49,8.6743,2
155,35.0001,0.84,100.0,449.44,555.66,1366.7,1132.82,5.48,7.98,196.62,2223.29,8376.07,1.03,42.03,185.53,2388.44,8092.95,9.2108,0.02,335,2223,100.0,15.08,9.0271,2
156,20.0051,0.7,100.0,491.19,607.56,1490.89,1260.13,9.35,13.63,339.36,2324.24,8749.94,1.09,44.47,319.22,2388.42,8086.84,9.0782,0.02,364,2324,100.0,24.94,14.8607,2
157,42.006,0.84,100.0,445.0,549.28,1360.78,1125.17,3.91,5.7,140.18,2212.21,8341.3,1.04,42.13,132.69,2388.35,8114.79,9.2034,0.02,332,2212,100.0,10.51,6.3588,2
158,10.0031,0.2518,100.0,489.05,604.84,1501.51,1311.13,10.52,15.47,399.88,2319.22,8818.12,1.27,45.67,376.9,2388.42,8160.85,8.4996,0.03,369,2319,100.0,29.05,17.4122,2
159,10.0021,0.25,100.0,489.05,604.98,1504.79,1310.4,10.52,15.47,400.45,2319.23,8821.41,1.27,45.68,376.86,2388.49,8159.21,8.5021,0.03,371,2319,100.0,28.9,17.3065,2
160,9.9983,0.25,100.0,489.05,605.3,1504.09,1312.99,10.52,15.48,400.99,2319.22,8810.68,1.27,45.49,376.88,2388.5,8162.23,8.5052,0.03,369,2319,100.0,29.12,17.3748,2
161,10.0074,0.2505,100.0,489.05,605.0,1508.26,1311.07,10.52,15.48,400.47,2319.31,8812.16,1.27,45.74,377.75,2388.48,8161.31,8.5117,0.03,373,2319,100.0,28.94,17.2796,2
162,10.0075,0.25,100.0,489.05,604.59,1505.11,1314.48,10.52,15.47,400.98,2319.29,8815.33,1.27,45.74,377.91,2388.49,8161.28,8.5245,0.03,370,2319,100.0,28.81,17.3652,2
163,35.0005,0.84,100.0,449.44,555.83,1368.42,1134.55,5.48,7.98,198.51,2223.46,8381.27,1.04,42.17,186.52,2388.54,8103.7,9.1324,0.02,336,2223,100.0,14.95,8.9265,2
164,25.0074,0.62,60.0,462.54,537.14,1262.43,1038.46,7.05,9.01,178.15,1915.7,8033.01,0.94,36.9,167.35,2028.61,7895.78,10.7487,0.02,308,1915,84.93,14.53,8.7102,2
165,34.999,0.8416,100.0,449.44,555.41,1366.86,1138.78,5.48,7.98,199.0,2223.46,8394.85,1.04,42.24,187.07,2388.63,8104.5,9.1502,0.02,335,2223,100.0,15.18,9.0674,2
166,20.0038,0.7,100.0,491.19,607.47,1493.6,1263.64,9.35,13.63,340.89,2324.5,8765.12,1.09,44.66,320.92,2388.69,8099.57,9.0331,0.03,366,2324,100.0,24.68,14.8637,2
167,42.0066,0.8404,100.0,445.0,549.52,1360.27,1140.27,3.91,5.7,141.55,2212.36,8367.88,1.04,42.38,133.98,2388.42,8128.61,9.1643,0.02,334,2212,100.0,10.72,6.4335,2
168,20.0013,0.7003,100.0,491.19,607.99,1495.77,1262.02,9.35,13.63,341.35,2324.59,8769.01,1.09,44.85,321.92,2388.7,8097.59,9.0597,0.03,367,2324,100.0,24.94,14.9359,2
169,19.9985,0.7,100.0,491.19,607.33,1488.92,1263.14,9.35,13.63,342.33,2324.52,8765.78,1.09,44.88,321.67,2388.71,8099.1,9.0553,0.03,366,2324,100.0,24.83,15.0213,2
170,42.0002,0.8404,100.0,445.0,549.89,1365.83,1137.6,3.91,5.7,142.25,2212.37,8365.54,1.04,42.48,133.75,2388.54,8131.47,9.1478,0.02,333,2212,100.0,10.79,6.5458,2
171,42.001,0.84,100.0,445.0,549.36,1362.81,1142.32,3.91,5.7,141.83,2212.43,8375.06,1.05,42.54,134.01,2388.52,8132.16,9.1299,0.02,334,2212,100.0,10.76,6.558,2
172,19.9985,0.7,100.0,491.19,607.39,1497.77,1265.86,9.35,13.63,343.03,2324.64,8780.82,1.09,44.93,323.02,2388.85,8111.21,9.0119,0.03,367,2324,100.0,24.9,14.896,2
173,19.9993,0.7,100.0,491.19,608.39,1496.12,1274.55,9.35,13.63,342.95,2324.73,8774.34,1.09,44.86,323.34,2388.83,8116.61,9.0457,0.03,366,2324,100.0,25.05,14.9335,2
174,19.9989,0.7,100.0,491.19,607.76,1488.49,1267.83,9.35,13.63,343.45,2324.71,8779.64,1.09,44.99,323.44,2388.85,8109.52,9.0001,0.03,367,2324,100.0,24.94,14.9646,2
175,42.0057,0.84,100.0,445.0,549.29,1365.68,1152.1,3.91,5.7,142.42,2212.48,8386.67,1.05,42.89,134.59,2388.57,8140.2,9.0944,0.02,335,2212,100.0,10.75,6.5005,2
1,35.0071,0.8414,100.0,449.44,555.97,1358.17,1126.96,5.48,8.0,194.82,2222.91,8349.51,1.02,41.85,183.21,2387.99,8065.16,9.2971,0.02,334,2223,100.0,14.83,8.8871,0
2,0.0014,0.0,100.0,518.67,642.83,1585.11,1400.03,14.62,21.61,553.46,2388.08,9049.21,1.3,47.53,521.24,2388.12,8131.64,8.475,0.03,392,2388,100.0,38.84,23.2837,0
3,24.9998,0.6212,60.0,462.54,536.57,1251.37,1054.64,7.05,9.03,175.57,1915.29,8005.65,0.94,36.63,165.02,2028.21,7872.06,10.9441,0.02,308,1915,84.93,14.4,8.6073,0
4,35.0002,0.84,100.0,449.44,555.86,1368.93,1126.57,5.48,8.0,194.69,2222.91,8348.29,1.02,41.99,182.87,2388.07,8070.32,9.3231,0.02,334,2223,100.0,14.82,8.8666,0
5,20.0072,0.7009,100.0,491.19,607.09,1485.08,1248.06,9.35,13.66,334.36,2323.94,8720.14,1.08,44.37,314.57,2388.1,8060.5,9.2234,0.02,365,2324,100.0,24.55,14.7528,0
6,42.0025,0.8416,100.0,445.0,549.56,1352.45,1123.04,3.91,5.71,137.92,2211.83,8320.56,1.02,42.03,130.67,2387.88,8089.45,9.3463,0.02,331,2212,100.0,10.81,6.2905,0
7,34.9983,0.84,100.0,449.44,555.61,1365.11,1131.83,5.48,8.0,194.96,2222.92,8348.16,1.02,41.85,183.39,2388.01,8063.85,9.304,0.02,336,2223,100.0,14.74,8.9985,0
8,42.0077,0.84,100.0,445.0,549.09,1358.3,1121.19,3.91,5.72,138.92,2211.86,8316.49,1.02,42.16,130.74,2387.92,8077.83,9.3269,0.02,330,2212,100.0,10.55,6.4511,0
9,35.0048,0.8408,100.0,449.44,555.78,1366.42,1128.74,5.48,8.0,194.04,2222.92,8350.08,1.02,41.66,182.68,2387.97,8063.82,9.3307,0.02,334,2223,100.0,14.87,8.8536,0
10,35.0035,0.8412,100.0,449.44,555.67,1371.46,1125.24,5.48,8.0,194.19,2222.9,8352.07,1.02,41.89,182.65,2388.05,8065.97,9.3222,0.02,333,2223,100.0,15.09,8.8998,0
11,25.0077,0.6212,60.0,462.54,536.78,1267.41,1042.17,7.05,9.03,175.6,1915.31,8003.26,0.94,36.77,164.67,2028.16,7871.94,10.8826,0.02,307,1915,84.93,14.22,8.5677,0
12,35.0008,0.8411,100.0,449.44,555.46,1363.27,1127.27,5.48,8.0,194.35,2222.91,8340.5,1.02,41.86,182.67,2387.95,8060.82,9.3306,0.02,333,2223,100.0,14.76,8.8647,0
13,35.0034,0.8403,100.0,449.44,555.51,1367.64,1123.91,5.48,8.0,194.89,2222.92,8355.21,1.02,41.97,183.11,2388.05,8067.81,9.3578,0.02,333,2223,100.0,14.84,8.8198,0
14,25.0,0.62,60.0,462.54,536.43,1262.06,1040.94,7.05,9.02,175.93,1915.38,8009.16,0.94,36.77,164.75,2028.23,7871.44,10.8894,0.02,306,1915,84.93,14.38,8.6525,0
15,24.9999,0.62,60.0,462.54,536.76,1254.66,1048.2,7.05,9.02,175.14,1915.32,8006.91,0.94,36.65,164.35,2028.19,7868.45,10.8781,0.02,307,1915,84.93,14.47,8.7055,0
16,25.0019,0.6213,60.0,462.54,536.52,1264.37,1038.94,7.05,9.03,174.62,1915.32,8014.84,0.94,36.87,164.6,2028.17,7873.77,10.9339,0.02,309,1915,84.93,14.45,8.5045,0
17,9.9986,0.25,100.0,489.05,604.5,1491.0,1320.78,10.52,15.49,395.22,2318.93,8782.24,1.26,45.5,372.02,2388.12,8129.41,8.6572,0.03,370,2319,100.0,28.62,17.1847,0
18,10.0029,0.25,100.0,489.05,605.18,1506.23,1304.25,10.52,15.49,394.92,2318.92,8775.27,1.26,45.39,371.64,2388.12,8130.03,8.68,0.03,370,2319,100.0,28.64,17.1685,0
19,20.0024,0.7,100.0,491.19,607.19,1482.46,1252.22,9.35,13.66,334.88,2323.98,8719.82,1.08,44.43,314.19,2388.13,8065.11,9.2351,0.02,366,2324,100.0,24.41,14.7546,0
20,10.0059,0.2518,100.0,489.05,605.03,1503.9,1310.83,10.52,15.49,393.78,2318.93,8779.35,1.26,45.36,371.7,2388.14,8131.57,8.6608,0.03,369,2319,100.0,28.37,17.093,0
21,42.0053,0.8403,100.0,445.0,548.99,1356.98,1125.41,3.91,5.71,138.3,2211.84,8325.19,1.02,41.93,131.04,2387.92,8081.61,9.3443,0.02,330,2212,100.0,10.55,6.3269,0
22,25.0061,0.6204,60.0,462.54,536.71,1265.56,1045.72,7.05,9.03,174.98,1915.3,8008.78,0.94,36.65,165.16,2028.16,7871.93,10.8885,0.02,307,1915,84.93,14.41,8.6179,0
23,20.0003,0.7,100.0,491.19,607.2,1480.7,1254.29,9.35,13.66,334.11,2323.99,8714.12,1.08,44.47,314.93,2388.07,8058.89,9.2008,0.02,366,2324,100.0,24.33,14.6511,0
24,25.0015,0.62,60.0,462.54,535.88,1254.66,1046.67,7.05,9.03,175.13,1915.23,8003.44,0.94,36.74,164.82,2028.18,7868.5,10.8977,0.02,306,1915,84.93,14.11,8.5211,0
25,35.0013,0.8412,100.0,449.44,555.77,1365.81,1130.07,5.48,8.0,194.67,2222.92,8350.06,1.03,42.13,182.83,2387.98,8063.84,9.3123,0.02,333,2223,100.0,14.83,8.9144,0
26,42.0073,0.84,100.0,445.0,548.92,1353.65,1123.82,3.91,5.71,138.42,2211.86,8322.77,1.02,42.18,130.32,2387.95,8081.73,9.3579,0.02,330,2212,100.0,10.39,6.4061,0
27,42.0057,0.84,100.0,445.0,549.46,1347.47,1120.27,3.91,5.72,138.7,2211.77,8314.95,1.02,42.08,130.6,2387.94,8083.31,9.3896,0.02,330,2212,100.0,10.71,6.4262,0
28,19.9986,0.7,100.0,491.19,607.0,1484.84,1257.68,9.35,13.65,334.93,2323.88,8727.55,1.08,44.29,315.29,2388.11,8058.89,9.1859,0.02,365,2324,100.0,24.45,14.7831,0
29,10.0066,0.25,100.0,489.05,605.01,1499.84,1302.65,10.52,15.49,395.01,2318.91,8774.4,1.26,45.37,371.67,2388.07,8131.26,8.6262,0.03,371,2319,100.0,28.67,17.2242,0
30,9.999,0.2516,100.0,489.05,604.75,1493.67,1309.8,10.52,15.49,394.21,2318.89,8783.24,1.26,45.5,370.95,2388.14,8130.01,8.6562,0.03,368,2319,100.0,28.57,17.283,0
31,0.002,0.0019,100.0,518.67,642.35,1593.01,1405.96,14.62,21.61,553.55,2388.11,9046.82,1.3,47.52,520.93,2388.07,8131.48,8.4214,0.03,392,2388,100.0,38.75,23.3635,0
32,42.0032,0.8412,100.0,445.0,549.75,1354.05,1125.29,3.91,5.72,138.4,2211.85,8326.99,1.02,42.07,130.64,2387.91,8076.02,9.3624,0.02,331,2212,100.0,10.45,6.3789,0
33,41.9999,0.8402,100.0,445.0,549.95,1360.37,1122.64,3.91,5.71,138.66,2211.91,8320.49,1.02,42.03,130.21,2387.92,8079.61,9.3569,0.02,330,2212,100.0,10.8,6.3641,0
34,20.0036,0.7018,100.0,491.19,607.02,1486.18,1248.82,9.35,13.66,335.1,2323.91,8718.79,1.08,44.34,315.32,2388.14,8059.59,9.2438,0.02,366,2324,100.0,24.37,14.6682,0
35,34.9998,0.84,100.0,449.44,555.71,1363.85,1128.74,5.48,8.0,194.79,2222.89,8352.7,1.02,41.91,183.39,2388.05,8064.38,9.3144,0.02,336,2223,100.0,14.74,8.9569,0
36,34.9987,0.8412,100.0,449.44,555.44,1367.38,1132.62,5.48,8.0,194.66,2222.9,8348.91,1.02,41.93,183.02,2388.02,8062.01,9.3251,0.02,334,2223,100.0,14.86,8.8966,0
37,42.0004,0.8404,100.0,445.0,549.47,1351.37,1122.17,3.91,5.71,138.44,2211.81,8323.65,1.02,42.02,130.46,2387.99,8079.88,9.3871,0.02,330,2212,100.0,10.64,6.3501,0
38,24.9996,0.6214,60.0,462.54,536.78,1265.49,1050.86,7.05,9.03,175.88,1915.3,8011.72,0.94,36.91,164.73,2028.2,7873.31,10.9087,0.02,307,1915,84.93,14.39,8.5134,0
39,24.9998,0.6204,60.0,462.54,537.56,1258.91,1049.44,7.05,9.02,175.08,1915.32,8007.51,0.94,36.85,164.3,2028.16,7873.95,10.8742,0.02,307,1915,84.93,14.46,8.5255,0
40,19.9991,0.7,100.0,491.19,607.63,1485.71,1247.75,9.35,13.66,334.91,2324.05,8722.5,1.07,44.38,315.25,2388.13,8061.32,9.2264,0.02,365,2324,100.0,24.46,14.5646,0
41,35.0007,0.8412,100.0,449.44,555.76,1365.49,1127.09,5.48,8.0,194.6,2222.96,8347.56,1.02,41.82,183.38,2388.1,8068.7,9.2823,0.02,333,2223,100.0,14.71,8.8845,0
42,25.0062,0.6217,60.0,462.54,536.11,1258.81,1047.8,7.05,9.03,176.64,1915.33,8009.27,0.94,36.69,164.79,2028.2,7873.82,10.9005,0.02,307,1915,84.93,14.41,8.5656,0
43,0.0012,0.0008,100.0,518.67,642.05,1588.05,1407.76,14.62,21.61,553.57,2388.08,9052.21,1.3,47.52,521.8,2388.08,8135.14,8.4759,0.03,392,2388,100.0,38.86,23.2846,0
44,42.0071,0.8414,100.0,445.0,549.87,1355.06,1128.14,3.91,5.71,138.97,2211.81,8323.34,1.02,42.12,130.67,2387.89,8078.26,9.3799,0.02,332,2212,100.0,10.71,6.3611,0
45,34.9993,0.84,100.0,449.44,555.79,1364.47,1128.78,5.48,8.0,194.67,2222.92,8351.77,1.02,42.02,182.82,2388.02,8067.43,9.3369,0.02,332,2223,100.0,14.87,8.9255,0
46,35.0067,0.84,100.0,449.44,555.54,1354.87,1130.88,5.48,8.0,194.13,2222.94,8348.8,1.02,42.01,182.62,2388.0,8069.45,9.3319,0.02,333,2223,100.0,14.85,8.9816,0
47,9.9996,0.25,100.0,489.05,605.14,1501.61,1313.25,10.52,15.49,394.28,2318.95,8781.98,1.26,45.29,372.09,2388.13,8122.53,8.6323,0.03,370,2319,100.0,28.55,17.1475,0
48,25.0035,0.62,60.0,462.54,536.55,1258.04,1053.09,7.05,9.03,175.19,1915.28,8009.34,0.94,36.8,164.52,2028.22,7869.43,10.8963,0.02,308,1915,84.93,14.3,8.5833,0
49,0.0002,0.0,100.0,518.67,643.17,1595.81,1405.88,14.62,21.61,553.67,2388.1,9055.86,1.3,47.46,521.63,2388.04,8130.8,8.44,0.03,394,2388,100.0,38.97,23.234,0
50,10.0014,0.25,100.0,489.05,604.68,1497.34,1302.8,10.52,15.49,394.41,2318.99,8780.64,1.26,45.37,372.36,2388.15,8132.01,8.6808,0.03,370,2319,100.0,28.55,17.2255,0
51,9.9998,0.25,100.0,489.05,604.99,1504.42,1311.82,10.52,15.5,394.46,2318.94,8780.87,1.26,45.27,371.61,2388.18,8132.34,8.6192,0.03,370,2319,100.0,28.5,17.078,0
52,42.0017,0.84,100.0,445.0,549.49,1357.03,1121.6,3.91,5.72,138.32,2211.85,8321.47,1.02,42.06,130.34,2387.97,8084.9,9.3391,0.02,330,2212,100.0,10.54,6.3395,0
53,10.0012,0.25,100.0,489.05,604.56,1502.14,1309.54,10.52,15.49,394.77,2318.96,8769.68,1.26,45.39,371.27,2388.14,8128.02,8.6387,0.03,369,2319,100.0,28.61,17.1658,0
54,42.0025,0.84,100.0,445.0,549.8,1350.34,1124.88,3.91,5.72,138.62,2211.92,8321.23,1.02,42.08,130.73,2387.91,8080.48,9.3562,0.02,331,2212,100.0,10.65,6.3228,0
55,25.0021,0.62,60.0,462.54,536.68,1254.15,1048.63,7.05,9.03,175.44,1915.32,8005.81,0.94,36.72,164.62,2028.19,7868.93,10.9177,0.02,308,1915,84.93,14.43,8.5886,0
56,0.001,0.0005,100.0,518.67,642.54,1584.34,1410.96,14.62,21.61,553.76,2388.09,9056.03,1.3,47.45,521.42,2388.14,8138.34,8.4306,0.03,394,2388,100.0,38.92,23.3025,0
57,20.0044,0.7,100.0,491.19,607.16,1475.69,1251.3,9.35,13.65,335.46,2323.95,8729.31,1.08,44.55,314.34,2388.1,8063.7,9.1969,0.02,364,2324,100.0,24.31,14.6807,0
